"[[ 7.32784845e-02  2.04096709e-01  1.17329974e+00  6.84284493e-01
   5.92879524e-02  7.45428970e-01 -6.76159276e-01  1.59130567e+00
   1.28431969e+00  7.15275704e-01  2.95852016e-01 -1.16845352e+00
  -6.75218237e-01  1.05778078e+00  3.35181168e-01  4.10421645e-02
   3.77797437e-01 -4.46446108e-01  1.26119162e-01  4.87694301e-01
   1.27119210e-01 -5.14535347e-03  1.36249710e+00  8.97453526e-01
   1.46317362e+00 -1.94648238e+00  1.02346228e-01 -9.94119654e-01
  -4.14777858e-01  8.08344051e-01]
 [-5.24595397e-02 -1.32880837e-01  3.12059091e-01 -9.48557208e-01
   2.71244434e-01  1.03756619e+00  5.68176323e-01 -4.98794397e-01
  -5.55931107e-01 -4.96247530e-02 -5.02905406e-02  8.99080719e-01
  -1.25181541e+00  7.97856014e-01  4.74469259e-01  7.95072152e-01
   2.65303188e-01 -5.37658719e-01 -1.84084337e+00 -4.65590139e-01
  -2.90649275e-01 -7.25840157e-01  7.55594481e-01 -1.63689123e+00
  -6.07798923e-01 -6.36561702e-01 -1.30319890e+00  1.03422979e+00
   4.18148190e-01  2.96702501e-02]
 [ 5.92621521e-01 -8.85554553e-01  1.49160766e+00  1.58640264e-01
   4.45201153e-01  1.06467366e+00 -3.61721009e-01  1.01234790e+00
  -1.30829580e-01 -9.75229494e-01  5.67663718e-01 -1.37209896e+00
   9.46918443e-01 -8.26793018e-01  1.28007830e+00  2.23926632e-02
   8.47802108e-02 -1.39449114e+00 -1.86661320e-01 -8.72521911e-01
   6.56459153e-01  5.17151194e-01 -2.75303766e-01 -5.46402013e-01
  -1.00967414e-01 -2.32175331e-01  5.45978555e-01  6.64258312e-01
   6.03708632e-01  1.18554972e+00]
 [-1.31837040e-01 -1.83123653e+00  1.36473511e+00 -1.80185012e+00
  -3.42861476e-01 -1.28342808e+00  1.06130905e+00  9.51893678e-01
   2.33573065e-01 -9.60853499e-01  2.33739861e+00 -3.00752050e-01
   6.89055325e-01 -4.21545830e-01  1.64459235e-01  6.09882728e-01
   3.40702244e-01  5.82302342e-01 -1.22133765e+00 -3.68797642e-01
  -1.66604867e-01  3.39021643e-01  3.65617473e-02  1.56641556e-01
  -9.91016161e-01 -4.45161892e-01  1.78108896e-01 -4.54567898e-01
  -9.42967668e-01 -6.01455531e-01]
 [-4.54037254e-01 -1.94652718e+00  4.20764371e-01  7.03272874e-01
   7.18021759e-02 -7.78654056e-01 -1.27266658e+00 -9.73408242e-01
  -2.58735546e-01  1.29781107e+00 -3.86269488e-01 -8.80022435e-01
   1.88279011e-01 -1.11515551e+00 -5.68842094e-01 -8.69280016e-01
   4.06015353e-02 -2.62079281e-01 -1.22597194e+00 -1.36009240e+00
   2.62006279e-01  6.28954906e-01  2.36430507e-01  6.51125118e-01
  -6.19469686e-01 -3.44793601e-01 -4.35183538e-01 -4.26673136e-01
   9.90939250e-01  1.46417932e-01]
 [ 1.32653707e+00  6.46814012e-01  5.09921520e-01 -9.13936467e-03
  -8.14378403e-01  4.05989874e-01 -5.09239059e-01 -2.17257524e-01
  -1.26473421e+00  4.45867168e-01  9.10103201e-03 -1.95721353e-01
   2.63986184e-01 -6.45950044e-01 -1.16420198e+00 -4.24730236e-01
   5.89661285e-01  5.58637173e-01 -1.21252011e+00 -1.86045637e-01
   1.78514185e+00 -3.64948115e-02 -2.19240177e-02 -1.71735580e+00
   1.25628351e-01  1.44194094e-01 -2.39281613e+00  8.43547943e-01
   2.72729203e-01  1.64860076e+00]
 [ 8.93106869e-01 -6.60907300e-01 -4.90932803e-01  1.09412093e+00
   2.99417399e-01 -1.21331719e+00 -5.38688278e-01  5.99951073e-01
  -3.60573738e-01 -1.55665227e-01 -1.04885235e-01 -1.10902908e+00
  -1.38373152e+00  2.59923548e+00 -1.61167186e+00 -1.78184611e+00
  -7.39088888e-01 -9.52980079e-01 -8.52480998e-01  3.25304207e-01
  -3.73067181e-01 -1.59153131e+00  8.39132503e-01 -9.99484487e-01
  -2.24758668e+00  5.47383453e-01 -2.24044780e-01  3.51726082e-01
   1.01507357e+00 -6.72057037e-01]
 [-1.23881736e-01 -7.95806045e-02  1.27807658e+00  1.33343858e+00
  -1.43705931e+00  3.73114571e-01  1.13508367e+00  2.82704114e-01
  -1.18973467e+00  7.29919420e-01  4.06329950e-01  1.04939789e+00
   1.20723811e+00  1.74734048e+00  4.94565600e-01  1.93286333e-01
   2.13214161e+00  5.67683769e-01  3.05517891e-01 -2.62632667e-01
  -5.74121085e-01 -7.38110147e-01 -5.77499209e-02 -1.52193103e+00
  -1.23245795e+00  1.22274823e+00  4.49292827e-01 -5.59015651e-01
  -8.35255525e-01  2.15244785e-01]
 [-7.10661703e-01  1.50448405e+00  4.39684793e-01 -6.00271191e-01
   1.18358526e+00  6.63228694e-01 -1.75343840e+00 -5.85181320e-01
  -1.43311320e+00  1.07301940e+00  7.84116593e-01  1.06586824e+00
  -1.42558432e+00 -1.21300312e+00 -6.19053582e-01 -5.82221989e-01
  -6.87639439e-01 -2.92945398e-01 -1.28230651e+00  4.79228051e-01
  -6.16004520e-01 -2.39584321e-01  2.97529451e-01 -1.27905855e+00
   2.43789532e-01  1.27502562e+00  1.49596915e+00 -5.90326042e-01
   2.22662306e-01  7.30187738e-02]
 [-9.61276468e-01 -1.65951050e+00 -6.33803901e-01  1.82876490e+00
   1.29350088e+00 -6.70575935e-01 -3.27308437e-01 -3.12891590e-02
   2.13999251e+00 -3.90844008e-02  1.28996625e+00 -7.90155961e-02
  -1.02892719e+00 -1.35653778e+00 -6.81269051e-01 -1.41633261e+00
  -3.12545138e-01 -2.90594494e-01  2.31572967e-01  1.88557037e+00
  -5.52175701e-01 -2.12871398e-01  2.12396191e-01  1.24517347e+00
  -8.96573025e-01 -1.88363351e-01 -3.94849109e-01 -7.12426588e-01
  -3.56195567e-01 -8.66736142e-01]
 [-6.08368136e-02  1.68326021e-01  3.61659183e-01 -7.51186243e-01
   4.11591815e-01  7.92995004e-01 -7.88105727e-01 -2.48478632e-01
  -1.31602232e+00 -9.43628348e-01  2.10771252e+00  8.14219448e-01
  -1.47633740e-01 -5.39351981e-01  1.99749452e+00  2.57608235e+00
   3.50577457e-01 -9.19282652e-01  2.28020472e-01  1.34497994e-01
  -2.45704890e-01  1.41826485e-01  6.58659565e-02  1.20758872e+00
   6.59568327e-01 -3.26453058e-01  9.60154377e-01  1.25343785e-01
   3.36594336e-01  1.93853878e+00]
 [-8.28252074e-01  3.08155319e-01  1.31654678e-01  1.08061415e+00
